date,channel,country,campaign,spend,impressions,clicks
2025-12-17,Email,US,newsletter,51.13,5681,500
2025-12-17,Paid Search,BR,brand,306.48,4257,185
2025-12-17,Paid Search,BR,nonbrand,270.57,3758,162
2025-12-17,Paid Search,DE,brand,364.01,5056,229
2025-12-17,Paid Search,DE,nonbrand,398.72,5538,266
2025-12-17,Paid Search,IN,brand,263.86,3665,179
2025-12-17,Paid Search,IN,nonbrand,207.89,2887,128
2025-12-17,Paid Search,UK,brand,427.66,5940,242
2025-12-17,Paid Search,UK,nonbrand,414.27,5754,258
2025-12-17,Paid Search,US,brand,473.26,6573,295
2025-12-17,Paid Search,US,nonbrand,523.15,7266,350
2025-12-17,Paid Social,BR,prospecting,246.85,18988,367
2025-12-17,Paid Social,BR,retargeting,235.92,18148,368
2025-12-17,Paid Social,DE,prospecting,246.35,18950,318
2025-12-17,Paid Social,DE,retargeting,296.9,22839,395
2025-12-17,Paid Social,IN,prospecting,215.64,16587,328
2025-12-17,Paid Social,IN,retargeting,180.53,13887,247
2025-12-17,Paid Social,UK,prospecting,392.03,30157,582
2025-12-17,Paid Social,UK,retargeting,368.59,28353,524
2025-12-17,Paid Social,US,prospecting,486.46,37420,625
2025-12-17,Paid Social,US,retargeting,440.7,33900,581
2025-12-17,Referral,BR,affiliates,86.66,1926,101
2025-12-17,Referral,DE,affiliates,102.57,2279,100
2025-12-17,Referral,IN,affiliates,82.79,1840,89
2025-12-17,Referral,UK,affiliates,160.18,3560,169
2025-12-17,Referral,US,affiliates,204.9,4553,233
2025-12-17,SEO,BR,organic,23.35,3336,223
2025-12-17,SEO,DE,organic,27.77,3966,294
2025-12-17,SEO,IN,organic,18.92,2704,181
2025-12-17,SEO,UK,organic,35.76,5109,355
2025-12-17,SEO,US,organic,53.38,7625,545
2025-12-18,Display,BR,prospecting,77.47,15493,128
2025-12-18,Display,BR,retargeting,78.71,15742,132
2025-12-18,Display,DE,prospecting,142.96,28593,228
2025-12-18,Display,DE,retargeting,89.38,17876,154
2025-12-18,Display,IN,prospecting,85.95,17190,144
2025-12-18,Display,IN,retargeting,80.89,16178,134
2025-12-18,Display,UK,prospecting,143.47,28695,250
2025-12-18,Display,UK,retargeting,123.75,24750,191
2025-12-18,Display,US,prospecting,218.08,43617,384
2025-12-18,Display,US,retargeting,217.16,43432,362
2025-12-18,Email,BR,lifecycle,22.15,2461,213
2025-12-18,Email,BR,newsletter,24.09,2677,246
2025-12-18,Email,DE,lifecycle,24.12,2680,258
2025-12-18,Email,DE,newsletter,32.21,3579,325
2025-12-18,Email,IN,lifecycle,21.54,2393,199
2025-12-18,Email,IN,newsletter,24.12,2680,257
2025-12-18,Email,UK,lifecycle,45.55,5061,454
2025-12-18,Email,UK,newsletter,42.37,4708,437
2025-12-18,Email,US,lifecycle,52.27,5808,483
2025-12-18,Email,US,newsletter,61.11,6790,629
2025-12-18,Paid Search,BR,brand,306.68,4259,187
2025-12-18,Paid Search,BR,nonbrand,207.25,2879,131
2025-12-18,Paid Search,DE,brand,275.36,3824,176
2025-12-18,Paid Search,DE,nonbrand,263.51,3660,145
2025-12-18,Paid Search,IN,brand,271.71,3774,161
2025-12-18,Paid Search,IN,nonbrand,197.71,2746,123
2025-12-18,Paid Search,UK,brand,396.31,5504,257
2025-12-18,Paid Search,UK,nonbrand,479.59,6661,307
2025-12-18,Paid Search,US,brand,607.79,8442,377
2025-12-18,Paid Search,US,nonbrand,649.97,9027,409
2025-12-18,Paid Social,BR,prospecting,214.04,16464,287
2025-12-18,Paid Social,BR,retargeting,230.44,17726,348
2025-12-18,Paid Social,DE,prospecting,297.49,22884,421
2025-12-18,Paid Social,DE,retargeting,262.47,20190,298
2025-12-18,Paid Social,IN,prospecting,218.68,16821,292
2025-12-18,Paid Social,IN,retargeting,185.43,14264,254
2025-12-18,Paid Social,UK,prospecting,366.77,28213,472
2025-12-18,Paid Social,UK,retargeting,319.73,24594,406
2025-12-18,Paid Social,US,prospecting,505.24,38865,662
2025-12-18,Paid Social,US,retargeting,553.51,42578,744
2025-12-18,Referral,BR,affiliates,92.72,2060,108
2025-12-18,Referral,DE,affiliates,107.39,2386,115
2025-12-18,Referral,IN,affiliates,99.55,2212,118
2025-12-18,Referral,UK,affiliates,160.72,3571,190
2025-12-18,Referral,US,affiliates,194.96,4333,220
2025-12-18,SEO,BR,organic,19.71,2816,193
2025-12-18,SEO,DE,organic,26.5,3786,285
2025-12-18,SEO,IN,organic,19.49,2784,188
2025-12-18,SEO,UK,organic,27.53,3932,264
2025-12-18,SEO,US,organic,40.61,5802,379
2025-12-19,Display,BR,prospecting,92.41,18481,152
2025-12-19,Display,BR,retargeting,83.92,16785,129
2025-12-19,Display,DE,prospecting,102.03,20405,166
2025-12-19,Display,DE,retargeting,96.79,19357,171
2025-12-19,Display,IN,prospecting,73.29,14658,118
2025-12-19,Display,IN,retargeting,85.07,17014,134
2025-12-19,Display,UK,prospecting,134.49,26898,235
2025-12-19,Display,UK,retargeting,133.03,26605,214
2025-12-19,Display,US,prospecting,216.88,43376,313
2025-12-19,Display,US,retargeting,196.93,39386,301
2025-12-19,Email,BR,lifecycle,23.37,2596,259
2025-12-19,Email,BR,newsletter,22.96,2551,231
2025-12-19,Email,DE,lifecycle,32.51,3612,342
2025-12-19,Email,DE,newsletter,38.62,4291,370
2025-12-19,Email,IN,lifecycle,26.02,2891,246
2025-12-19,Email,IN,newsletter,24.58,2731,274
2025-12-19,Email,UK,lifecycle,35.42,3935,366
2025-12-19,Email,UK,newsletter,43.29,4810,430
2025-12-19,Email,US,lifecycle,63.46,7051,515
2025-12-19,Email,US,newsletter,69.18,7686,675
2025-12-19,Paid Search,BR,brand,227.35,3158,134
2025-12-19,Paid Search,BR,nonbrand,280.12,3891,156
2025-12-19,Paid Search,DE,brand,290.67,4037,185
2025-12-19,Paid Search,DE,nonbrand,337.69,4690,192
2025-12-19,Paid Search,IN,brand,217.87,3026,138
2025-12-19,Paid Search,IN,nonbrand,278.62,3870,179
2025-12-19,Paid Search,UK,brand,453.52,6299,274
2025-12-19,Paid Search,UK,nonbrand,494.12,6863,316
2025-12-19,Paid Search,US,brand,588.3,8171,349
2025-12-19,Paid Search,US,nonbrand,533.9,7415,299
2025-12-19,Paid Social,BR,prospecting,218.64,16819,297
2025-12-19,Paid Social,BR,retargeting,214.81,16524,288
2025-12-19,Paid Social,DE,prospecting,223.26,17174,309
2025-12-19,Paid Social,DE,retargeting,306.13,23548,453
2025-12-19,Paid Social,IN,prospecting,192.63,14818,278
2025-12-19,Paid Social,IN,retargeting,162.48,12498,231
2025-12-19,Paid Social,UK,prospecting,374.94,28841,478
2025-12-19,Paid Social,UK,retargeting,377.41,29032,488
2025-12-19,Paid Social,US,prospecting,385.35,29643,538
2025-12-19,Paid Social,US,retargeting,444.8,34215,599
2025-12-19,Referral,BR,affiliates,76.53,1701,83
2025-12-19,Referral,DE,affiliates,122.82,2729,134
2025-12-19,Referral,IN,affiliates,73.29,1629,77
2025-12-19,Referral,UK,affiliates,110.14,2448,119
2025-12-19,Referral,US,affiliates,158.75,3528,156
2025-12-19,SEO,BR,organic,20.3,2901,224
2025-12-19,SEO,DE,organic,25.78,3683,258
2025-12-19,SEO,IN,organic,20.22,2889,207
2025-12-19,SEO,UK,organic,37.54,5362,401
2025-12-19,SEO,US,organic,62.07,8867,625
2025-12-20,Display,BR,prospecting,107.14,21428,170
2025-12-20,Display,BR,retargeting,91.44,18287,152
2025-12-20,Display,DE,prospecting,113.68,22735,201
2025-12-20,Display,DE,retargeting,110.33,22066,182
2025-12-20,Display,IN,prospecting,78.81,15761,135
2025-12-20,Display,IN,retargeting,90.82,18163,152
2025-12-20,Display,UK,prospecting,144.75,28950,229
2025-12-20,Display,UK,retargeting,194.61,38921,330
2025-12-20,Display,US,prospecting,220.15,44031,378
2025-12-20,Display,US,retargeting,162.74,32548,275
2025-12-20,Email,BR,lifecycle,31.93,3548,331
2025-12-20,Email,BR,newsletter,25.38,2820,261
2025-12-20,Email,DE,lifecycle,31.9,3544,325
2025-12-20,Email,DE,newsletter,35.74,3971,335
2025-12-20,Email,IN,lifecycle,23.71,2634,240
2025-12-20,Email,IN,newsletter,25.83,2870,259
2025-12-20,Email,UK,lifecycle,52.57,5842,533
2025-12-20,Email,UK,newsletter,46.33,5148,447
2025-12-20,Email,US,lifecycle,58.04,6449,570
2025-12-20,Email,US,newsletter,55.5,6166,570
2025-12-20,Paid Search,BR,brand,267.41,3714,165
2025-12-20,Paid Search,BR,nonbrand,304.79,4233,198
2025-12-20,Paid Search,DE,brand,355.12,4932,221
2025-12-20,Paid Search,DE,nonbrand,307.35,4269,182
2025-12-20,Paid Search,IN,brand,284.73,3955,168
2025-12-20,Paid Search,IN,nonbrand,232.04,3223,148
2025-12-20,Paid Search,UK,brand,439.94,6110,294
2025-12-20,Paid Search,UK,nonbrand,461.79,6414,282
2025-12-20,Paid Search,US,brand,617.11,8571,401
2025-12-20,Paid Search,US,nonbrand,576.32,8004,359
2025-12-20,Paid Social,BR,prospecting,225.01,17308,282
2025-12-20,Paid Social,BR,retargeting,199.87,15375,265
2025-12-20,Paid Social,DE,prospecting,256.17,19705,377
2025-12-20,Paid Social,DE,retargeting,332.8,25600,470
2025-12-20,Paid Social,IN,prospecting,227.52,17501,336
2025-12-20,Paid Social,IN,retargeting,225.68,17360,325
2025-12-20,Paid Social,UK,prospecting,358.36,27566,534
2025-12-20,Paid Social,UK,retargeting,373.49,28730,528
2025-12-20,Paid Social,US,prospecting,554.76,42674,770
2025-12-20,Paid Social,US,retargeting,466.94,35918,645
2025-12-20,Referral,BR,affiliates,83.09,1846,91
2025-12-20,Referral,DE,affiliates,95.04,2112,105
2025-12-20,Referral,IN,affiliates,92.11,2047,103
2025-12-20,Referral,UK,affiliates,137.03,3045,181
2025-12-20,Referral,US,affiliates,226.69,5038,257
2025-12-20,SEO,BR,organic,29.44,4206,292
2025-12-20,SEO,DE,organic,26.98,3854,264
2025-12-20,SEO,IN,organic,23.72,3388,235
2025-12-20,SEO,UK,organic,51.47,7353,554
2025-12-20,SEO,US,organic,53.22,7603,541
2025-12-21,Display,BR,prospecting,85.97,17194,128
2025-12-21,Display,BR,retargeting,90.69,18139,149
2025-12-21,Display,DE,prospecting,111.45,22291,177
2025-12-21,Display,DE,retargeting,127.45,25490,206
2025-12-21,Display,IN,prospecting,84.12,16824,121
2025-12-21,Display,IN,retargeting,100.0,20000,168
2025-12-21,Display,UK,prospecting,135.34,27068,207
2025-12-21,Display,UK,retargeting,153.79,30758,251
2025-12-21,Display,US,prospecting,233.23,46647,363
2025-12-21,Display,US,retargeting,230.0,46000,339
2025-12-21,Email,BR,lifecycle,23.89,2655,245
2025-12-21,Email,BR,newsletter,27.4,3044,244
2025-12-21,Email,DE,lifecycle,35.09,3899,352
2025-12-21,Email,DE,newsletter,37.05,4117,356
2025-12-21,Email,IN,lifecycle,27.79,3088,286
2025-12-21,Email,IN,newsletter,23.68,2631,262
2025-12-21,Email,UK,lifecycle,46.96,5218,445
2025-12-21,Email,UK,newsletter,42.22,4691,427
2025-12-21,Email,US,lifecycle,68.16,7574,696
2025-12-21,Email,US,newsletter,64.32,7146,661
2025-12-21,Paid Search,BR,brand,295.6,4106,205
2025-12-21,Paid Search,BR,nonbrand,281.06,3904,179
2025-12-21,Paid Search,DE,brand,348.65,4842,211
2025-12-21,Paid Search,DE,nonbrand,387.44,5381,219
2025-12-21,Paid Search,IN,brand,232.09,3223,143
2025-12-21,Paid Search,IN,nonbrand,301.7,4190,195
2025-12-21,Paid Search,UK,brand,397.3,5518,213
2025-12-21,Paid Search,UK,nonbrand,454.03,6306,271
2025-12-21,Paid Search,US,brand,748.7,10399,486
2025-12-21,Paid Search,US,nonbrand,655.89,9110,417
2025-12-21,Paid Social,BR,prospecting,218.3,16793,289
2025-12-21,Paid Social,BR,retargeting,230.76,17751,321
2025-12-21,Paid Social,DE,prospecting,279.65,21511,366
2025-12-21,Paid Social,DE,retargeting,339.36,26104,428
2025-12-21,Paid Social,IN,prospecting,195.55,15042,255
2025-12-21,Paid Social,IN,retargeting,192.83,14833,268
2025-12-21,Paid Social,UK,prospecting,358.8,27600,505
2025-12-21,Paid Social,UK,retargeting,354.48,27268,520
2025-12-21,Paid Social,US,prospecting,472.51,36347,616
2025-12-21,Paid Social,US,retargeting,538.73,41441,722
2025-12-21,Referral,BR,affiliates,85.35,1897,80
2025-12-21,Referral,DE,affiliates,89.34,1985,108
2025-12-21,Referral,IN,affiliates,96.64,2148,110
2025-12-21,Referral,UK,affiliates,197.15,4381,197
2025-12-21,Referral,US,affiliates,205.1,4558,224
2025-12-21,SEO,BR,organic,28.92,4131,305
2025-12-21,SEO,DE,organic,27.74,3963,284
2025-12-21,SEO,IN,organic,24.93,3561,240
2025-12-21,SEO,UK,organic,32.43,4633,333
2025-12-21,SEO,US,organic,61.73,8819,625
2025-12-22,Display,BR,prospecting,78.63,15725,122
2025-12-22,Display,BR,retargeting,83.38,16676,128
2025-12-22,Display,DE,prospecting,104.36,20871,158
2025-12-22,Display,DE,retargeting,113.2,22640,176
2025-12-22,Display,IN,prospecting,67.05,13409,107
2025-12-22,Display,IN,retargeting,57.01,11402,90
2025-12-22,Display,UK,prospecting,137.09,27417,206
2025-12-22,Display,UK,retargeting,122.85,24570,208
2025-12-22,Display,US,prospecting,214.6,42921,366
2025-12-22,Display,US,retargeting,160.75,32150,251
2025-12-22,Email,BR,lifecycle,25.15,2795,242
2025-12-22,Email,BR,newsletter,28.74,3194,292
2025-12-22,Email,DE,lifecycle,36.05,4005,401
2025-12-22,Email,DE,newsletter,29.95,3328,271
2025-12-22,Email,IN,lifecycle,19.33,2148,185
2025-12-22,Email,IN,newsletter,23.15,2572,244
2025-12-22,Email,UK,lifecycle,41.72,4636,461
2025-12-22,Email,UK,newsletter,48.91,5435,462
2025-12-22,Email,US,lifecycle,70.02,7780,588
2025-12-22,Email,US,newsletter,64.27,7142,734
2025-12-22,Paid Search,BR,brand,337.77,4691,195
2025-12-22,Paid Search,BR,nonbrand,232.09,3223,145
2025-12-22,Paid Search,DE,brand,334.82,4650,237
2025-12-22,Paid Search,DE,nonbrand,335.42,4659,210
2025-12-22,Paid Search,IN,brand,289.51,4021,189
2025-12-22,Paid Search,IN,nonbrand,252.43,3506,163
2025-12-22,Paid Search,UK,brand,365.55,5077,218
2025-12-22,Paid Search,UK,nonbrand,414.72,5760,292
2025-12-22,Paid Search,US,brand,539.36,7491,349
2025-12-22,Paid Search,US,nonbrand,707.46,9826,468
2025-12-22,Paid Social,BR,prospecting,201.71,15516,288
2025-12-22,Paid Social,BR,retargeting,220.44,16957,302
2025-12-22,Paid Social,DE,prospecting,322.11,24778,461
2025-12-22,Paid Social,DE,retargeting,284.7,21900,405
2025-12-22,Paid Social,IN,prospecting,210.65,16204,293
2025-12-22,Paid Social,IN,retargeting,185.17,14244,255
2025-12-22,Paid Social,UK,prospecting,412.67,31744,564
2025-12-22,Paid Social,UK,retargeting,362.1,27854,516
2025-12-22,Paid Social,US,prospecting,560.33,43102,743
2025-12-22,Paid Social,US,retargeting,445.75,34288,578
2025-12-22,Referral,BR,affiliates,98.15,2181,106
2025-12-22,Referral,DE,affiliates,124.72,2772,143
2025-12-22,Referral,IN,affiliates,69.97,1555,73
2025-12-22,Referral,UK,affiliates,148.87,3308,187
2025-12-22,Referral,US,affiliates,191.54,4256,208
2025-12-22,SEO,BR,organic,29.35,4194,296
2025-12-22,SEO,DE,organic,32.29,4613,334
2025-12-22,SEO,IN,organic,15.67,2238,147
2025-12-22,SEO,UK,organic,40.83,5833,426
2025-12-22,SEO,US,organic,52.99,7569,498
2025-12-23,Display,BR,prospecting,83.47,16694,129
2025-12-23,Display,BR,retargeting,81.84,16368,127
2025-12-23,Display,DE,prospecting,109.07,21814,181
2025-12-23,Display,DE,retargeting,115.0,23001,168
2025-12-23,Display,IN,prospecting,83.12,16623,134
2025-12-23,Display,IN,retargeting,83.22,16644,141
2025-12-23,Display,UK,prospecting,163.1,32621,244
2025-12-23,Display,UK,retargeting,157.93,31586,253
2025-12-23,Display,US,prospecting,256.99,51397,414
2025-12-23,Display,US,retargeting,195.33,39066,307
2025-12-23,Email,BR,lifecycle,33.28,3698,339
2025-12-23,Email,BR,newsletter,23.26,2584,255
2025-12-23,Email,DE,lifecycle,33.86,3762,389
2025-12-23,Email,DE,newsletter,33.29,3699,343
2025-12-23,Email,IN,lifecycle,18.95,2105,190
2025-12-23,Email,IN,newsletter,27.14,3016,308
2025-12-23,Email,UK,lifecycle,54.28,6031,540
2025-12-23,Email,UK,newsletter,40.72,4525,421
2025-12-23,Email,US,lifecycle,48.16,5351,488
2025-12-23,Email,US,newsletter,56.28,6253,551
2025-12-23,Paid Search,BR,brand,305.41,4242,177
2025-12-23,Paid Search,BR,nonbrand,228.87,3179,140
2025-12-23,Paid Search,DE,brand,366.38,5089,223
2025-12-23,Paid Search,DE,nonbrand,338.95,4708,217
2025-12-23,Paid Search,IN,brand,205.39,2853,129
2025-12-23,Paid Search,IN,nonbrand,247.15,3433,145
2025-12-23,Paid Search,UK,brand,441.2,6128,248
2025-12-23,Paid Search,UK,nonbrand,418.98,5819,278
2025-12-23,Paid Search,US,brand,727.81,10108,497
2025-12-23,Paid Search,US,nonbrand,697.23,9684,427
2025-12-23,Paid Social,BR,prospecting,223.16,17166,315
2025-12-23,Paid Social,BR,retargeting,167.47,12882,249
2025-12-23,Paid Social,DE,prospecting,304.34,23410,419
2025-12-23,Paid Social,DE,retargeting,346.67,26667,467
2025-12-23,Paid Social,IN,prospecting,186.06,14312,266
2025-12-23,Paid Social,IN,retargeting,206.36,15874,321
2025-12-23,Paid Social,UK,prospecting,387.68,29821,537
2025-12-23,Paid Social,UK,retargeting,377.17,29013,549
2025-12-23,Paid Social,US,prospecting,465.74,35826,604
2025-12-23,Paid Social,US,retargeting,486.78,37445,677
2025-12-23,Referral,BR,affiliates,95.22,2116,114
2025-12-23,Referral,DE,affiliates,107.89,2398,110
2025-12-23,Referral,IN,affiliates,78.81,1751,78
2025-12-23,Referral,UK,affiliates,190.6,4236,224
2025-12-23,Referral,US,affiliates,247.73,5505,257
2025-12-23,SEO,BR,organic,24.3,3471,240
2025-12-23,SEO,DE,organic,35.05,5008,326
2025-12-23,SEO,IN,organic,21.78,3112,209
2025-12-23,SEO,UK,organic,45.65,6521,472
2025-12-23,SEO,US,organic,54.38,7768,549
2025-12-24,Display,BR,prospecting,89.93,17985,141
2025-12-24,Display,BR,retargeting,80.62,16124,134
2025-12-24,Display,DE,prospecting,120.15,24029,179
2025-12-24,Display,DE,retargeting,107.84,21567,170
2025-12-24,Display,IN,prospecting,89.33,17866,148
2025-12-24,Display,IN,retargeting,83.98,16796,135
2025-12-24,Display,UK,prospecting,148.49,29698,238
2025-12-24,Display,UK,retargeting,130.88,26176,201
2025-12-24,Display,US,prospecting,223.21,44642,331
2025-12-24,Display,US,retargeting,192.04,38408,284
2025-12-24,Email,BR,lifecycle,29.16,3240,291
2025-12-24,Email,BR,newsletter,28.78,3197,292
2025-12-24,Email,DE,lifecycle,32.53,3614,321
2025-12-24,Email,DE,newsletter,31.39,3487,299
2025-12-24,Email,IN,lifecycle,23.48,2609,262
2025-12-24,Email,IN,newsletter,22.59,2510,232
2025-12-24,Email,UK,lifecycle,48.83,5426,494
2025-12-24,Email,UK,newsletter,43.95,4883,432
2025-12-24,Email,US,lifecycle,55.92,6213,555
2025-12-24,Email,US,newsletter,67.96,7551,674
2025-12-24,Paid Search,BR,brand,294.54,4091,170
2025-12-24,Paid Search,BR,nonbrand,291.63,4050,172
2025-12-24,Paid Search,DE,brand,255.82,3553,153
2025-12-24,Paid Search,DE,nonbrand,287.77,3997,164
2025-12-24,Paid Search,IN,brand,275.97,3833,158
2025-12-24,Paid Search,IN,nonbrand,229.26,3184,152
2025-12-24,Paid Search,UK,brand,514.77,7150,306
2025-12-24,Paid Search,UK,nonbrand,477.13,6627,313
2025-12-24,Paid Search,US,brand,568.43,7895,386
2025-12-24,Paid Search,US,nonbrand,609.45,8465,400
2025-12-24,Paid Social,BR,prospecting,196.27,15098,282
2025-12-24,Paid Social,BR,retargeting,220.78,16983,319
2025-12-24,Paid Social,DE,prospecting,217.22,16709,284
2025-12-24,Paid Social,DE,retargeting,250.51,19270,338
2025-12-24,Paid Social,IN,prospecting,209.29,16099,292
2025-12-24,Paid Social,IN,retargeting,192.24,14788,285
2025-12-24,Paid Social,UK,prospecting,316.37,24336,375
2025-12-24,Paid Social,UK,retargeting,323.92,24917,459
2025-12-24,Paid Social,US,prospecting,421.21,32401,599
2025-12-24,Paid Social,US,retargeting,544.46,41882,802
2025-12-24,Referral,BR,affiliates,104.92,2332,113
2025-12-24,Referral,DE,affiliates,121.89,2709,123
2025-12-24,Referral,IN,affiliates,67.46,1499,79
2025-12-24,Referral,UK,affiliates,178.06,3957,185
2025-12-24,Referral,US,affiliates,162.82,3618,180
2025-12-24,SEO,BR,organic,24.87,3552,263
2025-12-24,SEO,DE,organic,35.31,5044,358
2025-12-24,SEO,IN,organic,22.4,3199,216
2025-12-24,SEO,UK,organic,38.24,5463,360
2025-12-24,SEO,US,organic,44.88,6411,473
2025-12-25,Display,BR,prospecting,71.99,14399,120
2025-12-25,Display,BR,retargeting,100.39,20077,174
2025-12-25,Display,DE,prospecting,113.58,22716,179
2025-12-25,Display,DE,retargeting,98.08,19616,158
2025-12-25,Display,IN,prospecting,72.67,14534,104
2025-12-25,Display,IN,retargeting,77.2,15439,125
2025-12-25,Display,UK,prospecting,161.05,32210,271
2025-12-25,Display,UK,retargeting,111.15,22230,176
2025-12-25,Display,US,prospecting,192.91,38582,299
2025-12-25,Display,US,retargeting,161.81,32363,254
2025-12-25,Email,BR,lifecycle,23.7,2633,226
2025-12-25,Email,BR,newsletter,26.61,2957,267
2025-12-25,Email,DE,lifecycle,32.55,3616,329
2025-12-25,Email,DE,newsletter,32.61,3624,334
2025-12-25,Email,IN,lifecycle,27.94,3104,280
2025-12-25,Email,IN,newsletter,23.89,2655,241
2025-12-25,Email,UK,lifecycle,37.92,4214,364
2025-12-25,Email,UK,newsletter,32.62,3624,330
2025-12-25,Email,US,lifecycle,57.1,6345,531
2025-12-25,Email,US,newsletter,55.48,6164,533
2025-12-25,Paid Search,BR,brand,247.89,3443,171
2025-12-25,Paid Search,BR,nonbrand,212.84,2956,139
2025-12-25,Paid Search,DE,brand,362.96,5041,233
2025-12-25,Paid Search,DE,nonbrand,295.12,4099,193
2025-12-25,Paid Search,IN,brand,219.54,3049,126
2025-12-25,Paid Search,IN,nonbrand,257.21,3572,172
2025-12-25,Paid Search,UK,brand,441.63,6134,280
2025-12-25,Paid Search,UK,nonbrand,445.32,6185,288
2025-12-25,Paid Search,US,brand,495.32,6879,303
2025-12-25,Paid Search,US,nonbrand,617.42,8575,390
2025-12-25,Paid Social,BR,prospecting,241.44,18572,345
2025-12-25,Paid Social,BR,retargeting,214.14,16472,266
2025-12-25,Paid Social,DE,prospecting,314.73,24210,446
2025-12-25,Paid Social,DE,retargeting,339.84,26142,449
2025-12-25,Paid Social,IN,prospecting,207.62,15971,294
2025-12-25,Paid Social,IN,retargeting,181.81,13985,264
2025-12-25,Paid Social,UK,prospecting,368.93,28379,505
2025-12-25,Paid Social,UK,retargeting,350.58,26967,490
2025-12-25,Paid Social,US,prospecting,491.9,37839,601
2025-12-25,Paid Social,US,retargeting,494.33,38025,690
2025-12-25,Referral,BR,affiliates,73.17,1626,76
2025-12-25,Referral,DE,affiliates,137.41,3054,150
2025-12-25,Referral,IN,affiliates,83.06,1846,108
2025-12-25,Referral,UK,affiliates,149.99,3333,190
2025-12-25,Referral,US,affiliates,166.36,3697,179
2025-12-25,SEO,BR,organic,22.68,3240,234
2025-12-25,SEO,DE,organic,31.27,4467,308
2025-12-25,SEO,IN,organic,21.61,3088,206
2025-12-25,SEO,UK,organic,47.43,6775,440
2025-12-25,SEO,US,organic,47.25,6750,488
2025-12-26,Display,BR,prospecting,92.52,18503,152
2025-12-26,Display,BR,retargeting,87.04,17407,124
2025-12-26,Display,DE,prospecting,122.49,24498,189
2025-12-26,Display,DE,retargeting,127.84,25568,203
2025-12-26,Display,IN,prospecting,83.7,16740,132
2025-12-26,Display,IN,retargeting,57.93,11587,81
2025-12-26,Display,UK,prospecting,153.58,30716,265
2025-12-26,Display,UK,retargeting,153.65,30729,256
2025-12-26,Display,US,prospecting,173.88,34777,295
2025-12-26,Display,US,retargeting,203.97,40794,331
2025-12-26,Email,BR,lifecycle,24.27,2696,235
2025-12-26,Email,BR,newsletter,26.48,2942,255
2025-12-26,Email,DE,lifecycle,26.45,2939,256
2025-12-26,Email,DE,newsletter,35.07,3897,362
2025-12-26,Email,IN,lifecycle,25.4,2822,259
2025-12-26,Email,IN,newsletter,22.27,2474,234
2025-12-26,Email,UK,lifecycle,42.82,4758,457
2025-12-26,Email,UK,newsletter,42.27,4696,428
2025-12-26,Email,US,lifecycle,54.87,6097,535
2025-12-26,Email,US,newsletter,57.76,6417,542
2025-12-26,Paid Search,BR,brand,232.74,3232,141
2025-12-26,Paid Search,BR,nonbrand,293.58,4077,171
2025-12-26,Paid Search,DE,brand,325.73,4524,207
2025-12-26,Paid Search,DE,nonbrand,361.62,5022,234
2025-12-26,Paid Search,IN,brand,296.28,4115,170
2025-12-26,Paid Search,IN,nonbrand,238.19,3308,151
2025-12-26,Paid Search,UK,brand,427.7,5940,264
2025-12-26,Paid Search,UK,nonbrand,446.13,6196,262
2025-12-26,Paid Search,US,brand,590.65,8203,377
2025-12-26,Paid Search,US,nonbrand,641.37,8908,369
2025-12-26,Paid Social,BR,prospecting,233.94,17996,364
2025-12-26,Paid Social,BR,retargeting,183.18,14091,261
2025-12-26,Paid Social,DE,prospecting,315.08,24237,435
2025-12-26,Paid Social,DE,retargeting,296.17,22783,423
2025-12-26,Paid Social,IN,prospecting,200.5,15423,255
2025-12-26,Paid Social,IN,retargeting,151.39,11645,211
2025-12-26,Paid Social,UK,prospecting,258.57,19890,342
2025-12-26,Paid Social,UK,retargeting,381.86,29373,513
2025-12-26,Paid Social,US,prospecting,434.44,33419,565
2025-12-26,Paid Social,US,retargeting,495.2,38092,661
2025-12-26,Referral,BR,affiliates,75.71,1682,91
2025-12-26,Referral,DE,affiliates,101.63,2259,114
2025-12-26,Referral,IN,affiliates,76.79,1707,88
2025-12-26,Referral,UK,affiliates,148.56,3301,156
2025-12-26,Referral,US,affiliates,214.04,4756,256
2025-12-26,SEO,BR,organic,22.17,3167,201
2025-12-26,SEO,DE,organic,27.22,3888,265
2025-12-26,SEO,IN,organic,20.18,2883,210
2025-12-26,SEO,UK,organic,35.51,5073,354
2025-12-26,SEO,US,organic,47.46,6779,486
2025-12-27,Display,BR,prospecting,77.99,15597,131
2025-12-27,Display,BR,retargeting,92.43,18486,162
2025-12-27,Display,DE,prospecting,132.01,26401,202
2025-12-27,Display,DE,retargeting,107.49,21497,178
2025-12-27,Display,IN,prospecting,79.53,15906,130
2025-12-27,Display,IN,retargeting,85.4,17079,129
2025-12-27,Display,UK,prospecting,144.92,28984,225
2025-12-27,Display,UK,retargeting,139.21,27841,237
2025-12-27,Display,US,prospecting,204.54,40908,323
2025-12-27,Display,US,retargeting,265.74,53148,379
2025-12-27,Email,BR,lifecycle,27.58,3064,268
2025-12-27,Email,BR,newsletter,31.62,3513,326
2025-12-27,Email,DE,lifecycle,31.36,3485,292
2025-12-27,Email,DE,newsletter,33.08,3676,350
2025-12-27,Email,IN,lifecycle,27.45,3050,306
2025-12-27,Email,IN,newsletter,28.97,3219,282
2025-12-27,Email,UK,lifecycle,62.33,6926,645
2025-12-27,Email,UK,newsletter,40.73,4526,446
